element_type,osmid,amenity,name,geometry
node,921127554,pub,10er Imbiß,POINT (16.3663402 48.1798049)
node,921127561,waste_basket,,POINT (16.3662171 48.1795294)
node,921127564,waste_basket,,POINT (16.3651212 48.1794016)
node,922054405,kindergarten,,POINT (16.3683773 48.1801439)
node,922054411,school,Private Volksschule Neulandschule,POINT (16.3682913 48.1806132)
node,922054441,kindergarten,Privathort,POINT (16.3683716 48.1810993)
node,922054448,community_centre,Pfarrsaal zur allerheiligsten Dreifaltigkeit,POINT (16.3683758 48.1812746)
node,922054453,recycling,,POINT (16.3660212 48.1796651)
node,922054465,recycling,,POINT (16.3660042 48.1795821)
node,922054603,parking,,POINT (16.3630815 48.1802345)
node,922054634,restaurant,Pizza Flitzer,POINT (16.3643762 48.1795474)
node,922054652,waste_basket,,POINT (16.3639999 48.1793908)
node,922054666,dentist,Dr. Monika Reisenleitner,POINT (16.3633571 48.1795564)
node,922054679,parking_entrance,,POINT (16.3637685 48.1795364)
node,922054694,waste_basket,,POINT (16.3641183 48.1789934)
node,922847972,dentist,Dr. Petra Drabo,POINT (16.3645328 48.1787463)
node,922847978,waste_basket,,POINT (16.3650373 48.1788015)
node,922847998,doctors,Dr. B. Wenisch;Dr. Schmitt,POINT (16.3647395 48.1786505)
node,922848070,waste_basket,,POINT (16.3647361 48.1777401)
node,922848081,cafe,Ortam,POINT (16.364903 48.1773576)
node,922848082,waste_basket,,POINT (16.3648071 48.1773234)
node,922848085,vending_machine,,POINT (16.3646791 48.177512)
node,922848191,doctors,Rheumazentrum Favoriten,POINT (16.3641683 48.1761433)
node,922949363,bench,,POINT (16.3731094 48.1805022)
node,922949365,bench,,POINT (16.3730365 48.1803127)
node,922949367,bench,,POINT (16.3730388 48.1803421)
node,922949371,bench,,POINT (16.3730844 48.180415)
node,922949373,bench,,POINT (16.3732674 48.1803486)
node,922949390,bench,,POINT (16.3731253 48.1803214)
node,922949394,bench,,POINT (16.3730976 48.1802953)
node,922949398,bench,,POINT (16.3730617 48.1802779)
node,922949400,bench,,POINT (16.3730682 48.1802071)
node,922949404,bench,,POINT (16.3731058 48.1801766)
node,922949411,waste_basket,,POINT (16.3731515 48.1803443)
node,922949493,recycling,,POINT (16.3726746 48.1799441)
node,922949512,parking,,POINT (16.3732143 48.1798056)
node,922949518,waste_basket,,POINT (16.3723595 48.1799261)
node,922949624,waste_basket,,POINT (16.3712534 48.1794932)
node,923566942,drinking_water,,POINT (16.4030107 48.1649143)
node,923648815,parking,Garage Caroline,POINT (16.3719845 48.1792998)
node,923648884,parking,,POINT (16.3725825 48.1791294)
node,923648919,vending_machine,,POINT (16.3692817 48.1800722)
node,923648928,kindergarten,Hilal,POINT (16.3690148 48.1800734)
node,923648990,dentist,Dr. Karin Nitsche,POINT (16.3679692 48.1798315)
node,923649006,waste_basket,,POINT (16.3675443 48.1795235)
node,923649008,waste_basket,,POINT (16.3675544 48.1794069)
node,924763132,community_centre,islamisches Forum der österreichischen Muslime,POINT (16.3718877 48.1788593)
node,924763133,library,Bücherei Hasengasse,POINT (16.3669446 48.1795771)
node,924763134,theatre,Waldmüllerzentrum,POINT (16.366641 48.1795905)
node,924763142,restaurant,Leuthner,POINT (16.3662571 48.178934)
node,924763151,community_centre,Ungarischer Kulturverein,POINT (16.3672928 48.1790427)
node,924763155,restaurant,Marmalis,POINT (16.3686586 48.1792829)
node,928623372,waste_basket,,POINT (16.3728397 48.1765938)
node,928623374,school,Musikschule,POINT (16.3720191 48.1765847)
node,928623392,cafe,Café Uzay,POINT (16.3711038 48.176663)
node,928623414,waste_basket,,POINT (16.3710694 48.1768531)
node,929252907,vending_machine,,POINT (16.3708421 48.1769058)
node,929252908,vending_machine,,POINT (16.3708146 48.1768856)
node,929252924,kindergarten,Juwa,POINT (16.3698761 48.1767294)
node,929515605,cafe,Café Respect,POINT (16.3691408 48.1770362)
node,930756864,telephone,,POINT (16.3733066 48.1758328)
node,930756874,waste_basket,,POINT (16.3735461 48.1778649)
node,930756885,cafe,Steh-Café,POINT (16.3734715 48.1781513)
node,930756905,telephone,,POINT (16.3735697 48.1781592)
node,930757008,pub,Tropikana,POINT (16.3732554 48.1784939)
node,930757103,fast_food,Bernado,POINT (16.372706 48.1785314)
node,930758953,bench,,POINT (16.3719591 48.1780214)
node,930758966,bench,,POINT (16.3719716 48.1782247)
node,930759121,kindergarten,Iqra,POINT (16.3717755 48.1785965)
node,930759130,kindergarten,Iqra,POINT (16.3713337 48.1788146)
node,931009334,post_box,,POINT (16.3693981 48.1793433)
node,931009451,community_centre,Avrupa Hubyarlılar Birliği,POINT (16.3686637 48.1795623)
node,931460381,cafe,Café Can,POINT (16.369061 48.1787521)
node,931460383,doctors,Dr. Helmut Böhler;Dr. Stephan Hurch,POINT (16.368965 48.1787546)
node,931631169,recycling,,POINT (16.3711129 48.1793242)
node,931631171,waste_basket,,POINT (16.3713177 48.1785405)
node,932281546,vending_machine,,POINT (16.3637525 48.1762027)
node,932281635,telephone,,POINT (16.3696224 48.178712)
node,932281637,recycling,,POINT (16.3695979 48.1787565)
node,932281639,recycling,,POINT (16.3696217 48.1786731)
node,932281642,recycling,,POINT (16.3698533 48.1786631)
node,932281644,recycling,,POINT (16.3697345 48.1786671)
node,932281702,waste_basket,,POINT (16.3699316 48.1789569)
node,932281746,parking,,POINT (16.370746 48.1796147)
node,932281753,cafe,Irmi's Stüberl,POINT (16.368243 48.1785673)
node,932960821,cafe,Graffiti,POINT (16.3678175 48.1788268)
node,932960862,waste_basket,,POINT (16.3675252 48.1786571)
node,932960874,gambling,Keno,POINT (16.3673362 48.178568)
node,932960896,waste_basket,,POINT (16.366855 48.1788162)
node,932960903,waste_basket,,POINT (16.3666299 48.1787168)
node,932960920,doctors,Dr. Jozefina Skulavikova,POINT (16.3664327 48.1786676)
node,932960945,gambling,Interaktive Games,POINT (16.3665105 48.1788513)
node,932960950,vending_machine,,POINT (16.3665167 48.1788587)
node,932960953,waste_basket,,POINT (16.3661439 48.1788877)
node,932960982,gambling,International Games,POINT (16.3656424 48.1789529)
node,933691717,bench,,POINT (16.3690735 48.1778517)
node,933691720,bench,,POINT (16.3690909 48.1778167)
node,933691724,bench,,POINT (16.3691083 48.1777957)
node,933691726,bench,,POINT (16.3691293 48.1777794)
node,933691727,bench,,POINT (16.3691502 48.1777654)
node,933691729,bench,,POINT (16.368721 48.1778844)
node,933691731,bench,,POINT (16.3687141 48.1778634)
node,933691733,bench,,POINT (16.3687001 48.1778353)
node,933691736,bench,,POINT (16.3686757 48.1778144)
node,933691738,bench,,POINT (16.3686478 48.1777957)
node,933691740,toilets,,POINT (16.3685431 48.1777537)
node,933691862,vending_machine,,POINT (16.3686345 48.1785647)
node,933691865,scale,,POINT (16.3685321 48.1784917)
node,933691868,telephone,,POINT (16.368512 48.1783676)
node,933691886,drinking_water,,POINT (16.3686962 48.178105)
node,933691891,bench,,POINT (16.3688088 48.1781734)
node,933691893,bench,,POINT (16.3687796 48.1782057)
node,933691894,waste_basket,,POINT (16.3687473 48.1779035)
node,933691897,waste_basket,,POINT (16.3690567 48.1778872)
node,933691901,bench,,POINT (16.3687931 48.1779035)
node,933691902,bench,,POINT (16.3688409 48.1779014)
node,933691903,bench,,POINT (16.3688895 48.1778983)
node,933691904,bench,,POINT (16.368929 48.1778953)
node,933691905,bench,,POINT (16.3689731 48.1778922)
node,933691906,bench,,POINT (16.3690188 48.1778891)
node,933691912,bench,,POINT (16.3686446 48.1779785)
node,933691913,bench,,POINT (16.3685868 48.1779689)
node,933691914,bench,,POINT (16.3685508 48.1779351)
node,933691915,bench,,POINT (16.3685436 48.1778941)
node,933691916,bench,,POINT (16.36854 48.1778555)
node,933691919,bench,,POINT (16.3691492 48.1779447)
node,933691922,bench,,POINT (16.3691924 48.1779279)
node,933691923,bench,,POINT (16.3692212 48.1779037)
node,933691924,bench,,POINT (16.3692356 48.1778676)
node,933691925,bench,,POINT (16.3692356 48.1778338)
node,933691926,bench,,POINT (16.3692321 48.1778025)
node,933691933,waste_basket,,POINT (16.3690905 48.178128)
node,933691934,bench,,POINT (16.3691013 48.1781545)
node,933691935,bench,,POINT (16.3691226 48.1781778)
node,933691938,bench,,POINT (16.3691488 48.1781955)
node,933709293,taxi,,POINT (16.3656203 48.1756984)
node,936880404,dancing_school,Tanzschule Böhm,POINT (16.3995416 48.1451874)
node,939454099,bench,,POINT (16.3619727 48.1766069)
node,939454106,bench,,POINT (16.3619313 48.176608)
node,939454117,waste_basket,,POINT (16.3619662 48.1767334)
node,939454313,recycling,,POINT (16.3624822 48.1763192)
node,942249484,bench,,POINT (16.3655341 48.1815801)
node,942268417,recycling,,POINT (16.3655795 48.1787603)
node,945127944,waste_basket,,POINT (16.3659681 48.1776989)
node,945128036,restaurant,La Puccia,POINT (16.3650854 48.1773314)
node,945128132,waste_basket,,POINT (16.3656431 48.1771262)
node,945128186,waste_basket,,POINT (16.3658835 48.1771124)
node,945128193,vending_machine,,POINT (16.3658826 48.1770967)
node,945128195,pub,Peters Pup,POINT (16.3659249 48.1770636)
node,945128197,restaurant,Lamm,POINT (16.3659116 48.1769529)
node,945128242,community_centre,Elfischawy,POINT (16.3662617 48.1764859)
node,945128274,parking,,POINT (16.3666042 48.1764514)
node,948326950,waste_basket,,POINT (16.3673046 48.1771197)
node,948326953,school,Kooperative Mittelschule Herzgasse,POINT (16.3674131 48.1773522)
node,948326965,restaurant,Alxinger-Stüberl,POINT (16.368136 48.1774965)
node,948326970,recycling,,POINT (16.3681073 48.1770454)
node,948326973,recycling,,POINT (16.3680523 48.1770498)
node,948327006,fast_food,,POINT (16.3701625 48.175998)
node,948327016,kindergarten,,POINT (16.3581781 48.1734766)
node,948339510,doctors,Dr. Ahmed Manavi,POINT (16.3682866 48.178454)
node,948339528,kindergarten,,POINT (16.3682332 48.1781387)
node,948339552,dentist,Dr. Mariya Yakimova-Sladkarova,POINT (16.3675432 48.1782089)
node,948339700,waste_basket,,POINT (16.3674492 48.1776492)
node,948339701,waste_basket,,POINT (16.3679176 48.1775776)
node,948339703,bench,,POINT (16.3676514 48.1776368)
node,948339704,bench,,POINT (16.3676456 48.1776011)
node,948339706,bench,,POINT (16.3677771 48.1775939)
node,948339719,bench,,POINT (16.3679432 48.1775972)
node,948339775,waste_basket,,POINT (16.3682509 48.1775795)
node,948339782,cafe,Maraton2,POINT (16.3672247 48.1783297)
node,948983466,drinking_water,,POINT (16.3480425 48.1584479)
node,970113772,vending_machine,,POINT (16.3567338 48.1760703)
node,970113780,vending_machine,,POINT (16.3566623 48.1761016)
node,985851618,parking_entrance,Tiefgarage Reumannplatz,POINT (16.3794057 48.1723075)
node,996669083,parking,,POINT (16.3588897 48.1752004)
node,1074932835,drinking_water,,POINT (16.3388225 48.1669341)
node,1092841007,restaurant,Oberlaaer Dorfwirt,POINT (16.3987255 48.1362995)
node,1152933211,bench,,POINT (16.3577665 48.1632805)
node,1152933253,bench,,POINT (16.3567266 48.1634608)
node,1152933254,waste_basket,,POINT (16.3566742 48.1634792)
node,1152933255,bench,,POINT (16.3562218 48.1635344)
node,1152933309,waste_basket,,POINT (16.3575321 48.1633229)
node,1152933313,bench,,POINT (16.3573141 48.1633578)
node,1156429271,vending_machine,,POINT (16.3563424 48.1755755)
node,1156474299,parking_entrance,Billa-Kundenparkplatz,POINT (16.3485605 48.1752966)
node,1156682064,community_centre,Fortuna,POINT (16.358035 48.1671106)
node,1162172696,kindergarten,Kinder in Wien,POINT (16.3454096 48.1664306)
node,1162347679,waste_basket,,POINT (16.3446665 48.1675061)
node,1162347818,parking,P2,POINT (16.3465323 48.1685147)
node,1163729904,pharmacy,,POINT (16.3522621 48.1745863)
node,1168880076,restaurant,Mr. Nam,POINT (16.379438 48.1706838)
node,1175555731,fast_food,Markova Koliba,POINT (16.37522 48.164974)
node,1189585270,shelter,,POINT (16.3813062 48.1875177)
node,1195295340,taxi,,POINT (16.3447594 48.1691211)
node,1201579425,drinking_water,,POINT (16.3759732 48.1615916)
node,1209726380,parking_entrance,,POINT (16.3522542 48.175903)
node,1210346488,drinking_water,,POINT (16.4054461 48.1484919)
node,1235346709,waste_basket,,POINT (16.3581772 48.167395)
node,1258402831,recycling,,POINT (16.3612437 48.1730086)
node,1258402837,recycling,,POINT (16.3612053 48.173069)
node,1261090782,kindergarten,Städtischer Kindergarten,POINT (16.3609289 48.1729361)
node,1296165289,telephone,,POINT (16.3612306 48.1730968)
node,1303733818,recycling,,POINT (16.3647504 48.1717409)
node,1303733847,recycling,,POINT (16.3647272 48.1716693)
node,1304689565,recycling,,POINT (16.3742599 48.1683991)
node,1304689579,recycling,,POINT (16.3741951 48.1684626)
node,1310769740,telephone,,POINT (16.3571485 48.1710456)
node,1314636912,cafe,ChilleX,POINT (16.3835226 48.1649483)
node,1314636916,restaurant,Pizzeria Perryda,POINT (16.3832459 48.1648821)
node,1314636919,restaurant,Pizzaria Monte Laa,POINT (16.3844684 48.1641386)
node,1334440355,bicycle_parking,,POINT (16.3348553 48.1641284)
node,1363465163,fast_food,Kebap Palace,POINT (16.3651428 48.1760854)
node,1369273276,restaurant,Müller Bräu,POINT (16.3481777 48.1659647)
node,1369279080,post_box,,POINT (16.3466427 48.1687912)
node,1369279081,toilets,,POINT (16.3469054 48.1688055)
node,1371323018,taxi,,POINT (16.3467615 48.1693578)
node,1373855620,place_of_worship,CIG - Christliche Internationale Gemeinde,POINT (16.369767 48.17614)
node,1379929310,cafe,Cafe Family,POINT (16.3522705 48.1714204)
node,1417438601,bank,Bank Austria,POINT (16.3474631 48.1688904)
node,1419359876,parking,,POINT (16.3853065 48.1640811)
node,1432943806,parking,,POINT (16.3597642 48.1741829)
node,1465942356,restaurant,La Mare,POINT (16.3670371 48.1713693)
node,1501751526,vending_machine,,POINT (16.3646185 48.1761477)
node,1501795451,kindergarten,Sunshine,POINT (16.3692869 48.1761068)
node,1502257454,cafe,Espresso Reumann,POINT (16.3801264 48.1726407)
node,1502263330,telephone,,POINT (16.3808062 48.1718091)
node,1502263342,telephone,,POINT (16.3795247 48.1714566)
node,1502265051,fast_food,Casa Linga,POINT (16.3804972 48.1717667)
node,1513999946,bank,Erste,POINT (16.3769917 48.1732348)
node,1514013345,doctors,,POINT (16.3771885 48.1702353)
node,1514015831,doctors,dr Kerö,POINT (16.3753681 48.173161)
node,1525540477,bicycle_parking,,POINT (16.3806048 48.1720471)
node,1526390310,toilets,,POINT (16.3781971 48.1719538)
node,1540353048,bicycle_parking,,POINT (16.377464 48.1702769)
node,1540368176,telephone,,POINT (16.3825773 48.1713539)
node,1540368210,bicycle_parking,,POINT (16.3786742 48.1744018)
node,1540960882,post_box,,POINT (16.3572234 48.1710532)
node,1550982749,recycling,,POINT (16.3817765 48.1727753)
node,1561737102,recycling,,POINT (16.3797231 48.1723582)
node,1561738673,recycling,,POINT (16.3783363 48.1718494)
node,1600603556,parking_entrance,,POINT (16.4018593 48.1424509)
node,1600603558,parking_entrance,,POINT (16.4016522 48.1424981)
node,1600603596,parking,,POINT (16.4019372 48.1428464)
node,1606638164,recycling,,POINT (16.3705021 48.1717747)
node,1607582232,cafe,Grüh Bierstube,POINT (16.3600114 48.1709183)
node,1607582247,post_box,,POINT (16.3603492 48.1708365)
node,1622870691,restaurant,Sakura,POINT (16.3772501 48.1778869)
node,1631228602,pub,Peterwirt,POINT (16.3829823 48.149982)
node,1686369192,bts,,POINT (16.3779544 48.1443254)
node,1686369838,bts,,POINT (16.4318048 48.1333822)
node,1686369945,waste_basket,,POINT (16.4306579 48.1312081)
node,1686369971,waste_basket,,POINT (16.430302 48.1311245)
node,1686473987,cafe,Groissböck,POINT (16.3633796 48.1658585)
node,1686474573,kindergarten,Wiener Kinderfreunde,POINT (16.3634764 48.1619573)
node,1686479657,school,Hauptschule Knöllgasse,POINT (16.3518947 48.1705604)
node,1686480061,school,Volksschule Knöllgasse,POINT (16.352297 48.1709789)
node,1686490599,post_box,,POINT (16.3619361 48.1656982)
node,1687782695,restaurant,Müller Bräu,POINT (16.3872542 48.1673997)
node,1694921158,cafe,Cafe am Platz'l,POINT (16.3832897 48.1529455)
node,1694921159,fast_food,Radatz,POINT (16.382729 48.1533052)
node,1727153402,restaurant,Gartenschank,POINT (16.3983326 48.1363896)
node,1744485288,recycling,,POINT (16.3392582 48.1707293)
node,1746555790,telephone,,POINT (16.3385707 48.161845)
node,1767956197,telephone,,POINT (16.365214 48.1724482)
node,1768493689,recycling,,POINT (16.3651833 48.1727075)
node,1768493690,recycling,,POINT (16.3651792 48.1726558)
node,1768540891,cafe,Cafe Schwarz,POINT (16.3657368 48.1726741)
node,1769269723,cafe,Gavaz Kiosk,POINT (16.3756922 48.1805622)
node,1773913053,bench,,POINT (16.4008767 48.1490008)
node,1773913067,bench,,POINT (16.4009773 48.1490169)
node,1773913071,bench,,POINT (16.4018275 48.1488692)
node,1773913075,bench,,POINT (16.4022862 48.147736)
node,1773913077,bench,,POINT (16.4068097 48.1453258)
node,1773913078,bench,,POINT (16.4056832 48.1463996)
node,1773913079,bench,,POINT (16.4049416 48.1442296)
node,1773913080,bench,,POINT (16.4065107 48.1458072)
node,1773913083,bench,,POINT (16.4044903 48.1498969)
node,1773913087,bench,,POINT (16.4067199 48.1455763)
node,1773913104,bench,,POINT (16.4060695 48.1461714)
node,1773913107,bench,,POINT (16.4069828 48.144974)
node,1773913110,bench,,POINT (16.4071691 48.1447656)
node,1773913111,bench,,POINT (16.4056322 48.143707)
node,1773913114,bench,,POINT (16.4055692 48.1438018)
node,1773913118,bench,,POINT (16.4049147 48.1430206)
node,1773913122,bench,,POINT (16.4031579 48.1429562)
node,1773913125,bench,,POINT (16.4031391 48.1434278)
node,1773913128,bench,,POINT (16.4029903 48.1435468)
node,1773913132,bench,,POINT (16.4051226 48.1441804)
node,1773913138,bench,,POINT (16.4047766 48.1442761)
node,1773913139,bench,,POINT (16.404558 48.1443083)
node,1773913161,bench,,POINT (16.4044749 48.1452166)
node,1773913162,bench,,POINT (16.4043971 48.1452801)
node,1773913164,bench,,POINT (16.4051126 48.1511679)
node,1773913167,bench,,POINT (16.4052038 48.1511442)
node,1773913171,drinking_water,,POINT (16.404157 48.1456229)
node,1773913174,bench,,POINT (16.4041085 48.1478291)
node,1773913181,bench,,POINT (16.4043367 48.1445777)
node,1773913182,bench,,POINT (16.4035475 48.1513723)
node,1773913183,bench,,POINT (16.4052634 48.1510994)
node,1773913184,bench,,POINT (16.4055011 48.1501349)
node,1773913185,bench,,POINT (16.4041684 48.1480279)
node,1773913186,bench,,POINT (16.4030773 48.151327)
node,1773913188,bench,,POINT (16.405077 48.1513432)
node,1773913189,bench,,POINT (16.4047002 48.1450421)
node,1773913190,bench,,POINT (16.4055654 48.1509628)
